_________________________________________________________________
|---N of Coord--|-------x-------|-------y-------|-------z-------|
|           7522|         415.29|       -10.5029|              1|
|           7523|            500|       -10.5029|              1|
|           7524|           -500|       -8.24761|              1|
|           7525|       -399.845|       -8.24761|              1|
|           7526|       -319.722|       -8.24761|              1|
|           7527|       -255.623|       -8.24761|              1|
|           7528|       -204.343|       -8.24761|              1|
|           7529|        -163.32|       -8.24761|              1|
|           7530|       -130.501|       -8.24761|              1|
|           7531|       -104.246|       -8.24761|              1|
|           7532|       -83.2423|       -8.24761|              1|
|           7533|       -66.4392|       -8.24761|              1|
|           7534|       -52.9966|       -8.24761|              1|
|           7535|       -42.2426|       -8.24761|              1|
|           7536|       -33.6394|       -8.24761|              1|
|           7537|       -26.7568|       -8.24761|              1|
|           7538|       -21.2507|       -8.24761|              1|
|           7539|       -16.8459|       -8.24761|              1|
|           7540|        -13.322|       -8.24761|              1|
|           7541|       -10.5029|       -8.24761|              1|
|           7542|       -8.24761|       -8.24761|              1|
|           7543|       -6.44338|       -8.24761|              1|
|           7544|             -5|       -8.24761|              1|
|           7545|          -4.25|       -8.24761|              1|
|           7546|           -3.5|       -8.24761|              1|
|           7547|          -2.75|       -8.24761|              1|
|           7548|             -2|       -8.24761|              1|
|           7549|           -1.5|       -8.24761|              1|
|           7550|             -1|       -8.24761|              1|
|           7551|           -0.5|       -8.24761|              1|
|           7552|              0|       -8.24761|              1|
|           7553|            0.5|       -8.24761|              1|
|           7554|              1|       -8.24761|              1|
|           7555|            1.5|       -8.24761|              1|
|           7556|              2|       -8.24761|              1|
|           7557|           2.75|       -8.24761|              1|
|           7558|            3.5|       -8.24761|              1|
|           7559|           4.25|       -8.24761|              1|
|           7560|              5|       -8.24761|              1|
|           7561|        7.65148|       -8.24761|              1|
|           7562|        10.8333|       -8.24761|              1|
|           7563|        14.6514|       -8.24761|              1|
|           7564|        19.2332|       -8.24761|              1|
|           7565|        24.7313|       -8.24761|              1|
|           7566|         31.329|       -8.24761|              1|
|           7567|        39.2463|       -8.24761|              1|
|           7568|         48.747|       -8.24761|              1|
|           7569|        60.1479|       -8.24761|              1|
|           7570|         73.829|       -8.24761|              1|
|           7571|        90.2463|       -8.24761|              1|
|           7572|        109.947|       -8.24761|              1|
|           7573|        133.588|       -8.24761|              1|
|           7574|        161.957|       -8.24761|              1|
|           7575|            196|       -8.24761|              1|
|           7576|        236.851|       -8.24761|              1|
|           7577|        285.873|       -8.24761|              1|
|           7578|        344.699|       -8.24761|              1|
|           7579|         415.29|       -8.24761|              1|
|           7580|            500|       -8.24761|              1|
|           7581|           -500|       -6.44338|              1|
|           7582|       -399.845|       -6.44338|              1|
|           7583|       -319.722|       -6.44338|              1|
|           7584|       -255.623|       -6.44338|              1|
|           7585|       -204.343|       -6.44338|              1|
|           7586|        -163.32|       -6.44338|              1|
|           7587|       -130.501|       -6.44338|              1|
|           7588|       -104.246|       -6.44338|              1|
|           7589|       -83.2423|       -6.44338|              1|
|           7590|       -66.4392|       -6.44338|              1|
|           7591|       -52.9966|       -6.44338|              1|
|           7592|       -42.2426|       -6.44338|              1|
|           7593|       -33.6394|       -6.44338|              1|
|           7594|       -26.7568|       -6.44338|              1|
|           7595|       -21.2507|       -6.44338|              1|
|           7596|       -16.8459|       -6.44338|              1|
|           7597|        -13.322|       -6.44338|              1|
|           7598|       -10.5029|       -6.44338|              1|
|           7599|       -8.24761|       -6.44338|              1|
|           7600|       -6.44338|       -6.44338|              1|
|           7601|             -5|       -6.44338|              1|
|           7602|          -4.25|       -6.44338|              1|
|           7603|           -3.5|       -6.44338|              1|
|           7604|          -2.75|       -6.44338|              1|
|           7605|             -2|       -6.44338|              1|
|           7606|           -1.5|       -6.44338|              1|
|           7607|             -1|       -6.44338|              1|
|           7608|           -0.5|       -6.44338|              1|
|           7609|              0|       -6.44338|              1|
|           7610|            0.5|       -6.44338|              1|
|           7611|              1|       -6.44338|              1|
|           7612|            1.5|       -6.44338|              1|
|           7613|              2|       -6.44338|              1|
|           7614|           2.75|       -6.44338|              1|
|           7615|            3.5|       -6.44338|              1|
|           7616|           4.25|       -6.44338|              1|
|           7617|              5|       -6.44338|              1|
|           7618|        7.65148|       -6.44338|              1|
|           7619|        10.8333|       -6.44338|              1|
|           7620|        14.6514|       -6.44338|              1|
|           7621|        19.2332|       -6.44338|              1|
|           7622|        24.7313|       -6.44338|              1|
|           7623|         31.329|       -6.44338|              1|
|           7624|        39.2463|       -6.44338|              1|
|           7625|         48.747|       -6.44338|              1|
|           7626|        60.1479|       -6.44338|              1|
|           7627|         73.829|       -6.44338|              1|
|           7628|        90.2463|       -6.44338|              1|
|           7629|        109.947|       -6.44338|              1|
|           7630|        133.588|       -6.44338|              1|
|           7631|        161.957|       -6.44338|              1|
|           7632|            196|       -6.44338|              1|
|           7633|        236.851|       -6.44338|              1|
|           7634|        285.873|       -6.44338|              1|
|           7635|        344.699|       -6.44338|              1|
|           7636|         415.29|       -6.44338|              1|
|           7637|            500|       -6.44338|              1|
|           7638|           -500|             -5|              1|
|           7639|       -399.845|             -5|              1|
|           7640|       -319.722|             -5|              1|
|           7641|       -255.623|             -5|              1|
|           7642|       -204.343|             -5|              1|
|           7643|        -163.32|             -5|              1|
|           7644|       -130.501|             -5|              1|
|           7645|       -104.246|             -5|              1|
|           7646|       -83.2423|             -5|              1|
|           7647|       -66.4392|             -5|              1|
|           7648|       -52.9966|             -5|              1|
|           7649|       -42.2426|             -5|              1|
|           7650|       -33.6394|             -5|              1|
|           7651|       -26.7568|             -5|              1|
|           7652|       -21.2507|             -5|              1|
|           7653|       -16.8459|             -5|              1|
|           7654|        -13.322|             -5|              1|
|           7655|       -10.5029|             -5|              1|
|           7656|       -8.24761|             -5|              1|
|           7657|       -6.44338|             -5|              1|
|           7658|             -5|             -5|              1|
|           7659|          -4.25|             -5|              1|
|           7660|           -3.5|             -5|              1|
|           7661|          -2.75|             -5|              1|
|           7662|             -2|             -5|              1|
|           7663|           -1.5|             -5|              1|
|           7664|             -1|             -5|              1|
|           7665|           -0.5|             -5|              1|
|           7666|              0|             -5|              1|
|           7667|            0.5|             -5|              1|
|           7668|              1|             -5|              1|
|           7669|            1.5|             -5|              1|
|           7670|              2|             -5|              1|
|           7671|           2.75|             -5|              1|
|           7672|            3.5|             -5|              1|
|           7673|           4.25|             -5|              1|
|           7674|              5|             -5|              1|
|           7675|        7.65148|             -5|              1|
|           7676|        10.8333|             -5|              1|
|           7677|        14.6514|             -5|              1|
|           7678|        19.2332|             -5|              1|
|           7679|        24.7313|             -5|              1|
|           7680|         31.329|             -5|              1|
|           7681|        39.2463|             -5|              1|
|           7682|         48.747|             -5|              1|
|           7683|        60.1479|             -5|              1|
|           7684|         73.829|             -5|              1|
|           7685|        90.2463|             -5|              1|
|           7686|        109.947|             -5|              1|
|           7687|        133.588|             -5|              1|
|           7688|        161.957|             -5|              1|
|           7689|            196|             -5|              1|
|           7690|        236.851|             -5|              1|
|           7691|        285.873|             -5|              1|
|           7692|        344.699|             -5|              1|
|           7693|         415.29|             -5|              1|
|           7694|            500|             -5|              1|
|           7695|           -500|          -4.25|              1|
|           7696|       -399.845|          -4.25|              1|
|           7697|       -319.722|          -4.25|              1|
|           7698|       -255.623|          -4.25|              1|
|           7699|       -204.343|          -4.25|              1|
|           7700|        -163.32|          -4.25|              1|
|           7701|       -130.501|          -4.25|              1|
|           7702|       -104.246|          -4.25|              1|
|           7703|       -83.2423|          -4.25|              1|
|           7704|       -66.4392|          -4.25|              1|
|           7705|       -52.9966|          -4.25|              1|
|           7706|       -42.2426|          -4.25|              1|
|           7707|       -33.6394|          -4.25|              1|
|           7708|       -26.7568|          -4.25|              1|
|           7709|       -21.2507|          -4.25|              1|
|           7710|       -16.8459|          -4.25|              1|
|           7711|        -13.322|          -4.25|              1|
|           7712|       -10.5029|          -4.25|              1|
|           7713|       -8.24761|          -4.25|              1|
|           7714|       -6.44338|          -4.25|              1|
|           7715|             -5|          -4.25|              1|
|           7716|       -4.21375|       -4.21375|              1|
|           7717|        -3.4275|        -4.1775|              1|
|           7718|       -2.64125|       -4.14125|              1|
|           7719|         -1.855|         -4.105|              1|
|           7720|       -1.39125|       -4.14125|              1|
|           7721|        -0.9275|        -4.1775|              1|
|           7722|       -0.46375|       -4.21375|              1|
|           7723|              0|          -4.25|              1|
|           7724|        0.46375|       -4.21375|              1|
|           7725|         0.9275|        -4.1775|              1|
|           7726|        1.39125|       -4.14125|              1|
|           7727|          1.855|         -4.105|              1|
|           7728|        2.64125|       -4.14125|              1|
|           7729|         3.4275|        -4.1775|              1|
|           7730|        4.21375|       -4.21375|              1|
|           7731|              5|          -4.25|              1|
|           7732|        7.65148|          -4.25|              1|
|           7733|        10.8333|          -4.25|              1|
|           7734|        14.6514|          -4.25|              1|
|           7735|        19.2332|          -4.25|              1|
|           7736|        24.7313|          -4.25|              1|
|           7737|         31.329|          -4.25|              1|
|           7738|        39.2463|          -4.25|              1|
|           7739|         48.747|          -4.25|              1|
|           7740|        60.1479|          -4.25|              1|
|           7741|         73.829|          -4.25|              1|
|           7742|        90.2463|          -4.25|              1|
|           7743|        109.947|          -4.25|              1|
|           7744|        133.588|          -4.25|              1|
|           7745|        161.957|          -4.25|              1|
|           7746|            196|          -4.25|              1|
|           7747|        236.851|          -4.25|              1|
|           7748|        285.873|          -4.25|              1|
|           7749|        344.699|          -4.25|              1|
|           7750|         415.29|          -4.25|              1|
|           7751|            500|          -4.25|              1|
|           7752|           -500|           -3.5|              1|
|           7753|       -399.845|           -3.5|              1|
|           7754|       -319.722|           -3.5|              1|
|           7755|       -255.623|           -3.5|              1|
|           7756|       -204.343|           -3.5|              1|
|           7757|        -163.32|           -3.5|              1|
|           7758|       -130.501|           -3.5|              1|
|           7759|       -104.246|           -3.5|              1|
|           7760|       -83.2423|           -3.5|              1|
|           7761|       -66.4392|           -3.5|              1|
|           7762|       -52.9966|           -3.5|              1|
|           7763|       -42.2426|           -3.5|              1|
|           7764|       -33.6394|           -3.5|              1|
|           7765|       -26.7568|           -3.5|              1|
|           7766|       -21.2507|           -3.5|              1|
|           7767|       -16.8459|           -3.5|              1|
|           7768|        -13.322|           -3.5|              1|
|           7769|       -10.5029|           -3.5|              1|
|           7770|       -8.24761|           -3.5|              1|
|           7771|       -6.44338|           -3.5|              1|
|           7772|             -5|           -3.5|              1|
|           7773|        -4.1775|        -3.4275|              1|
|           7774|       -1.46691|       -2.29999|            0.5|
|           7775|       -1.08144|       -2.39316|            0.5|
|           7776|      -0.825501|       -2.45722|            0.5|
|           7777|      -0.556992|       -2.50872|            0.5|
|           7778|      -0.280031|       -2.54443|            0.5|
|           7779|              0|        -2.5625|            0.5|
|           7780|       0.280031|       -2.54443|            0.5|
|           7781|       0.556992|       -2.50872|            0.5|
|           7782|       0.825501|       -2.45722|            0.5|
|           7783|        1.08144|       -2.39316|            0.5|
|           7784|        1.46691|       -2.29999|            0.5|
|           7785|        1.80832|       -2.20401|            0.5|
|           7786|         2.1141|        -2.1141|            0.5|
|           7787|         4.1775|        -3.4275|              1|
|           7788|              5|           -3.5|              1|
|           7789|        7.65148|           -3.5|              1|
|           7790|        10.8333|           -3.5|              1|
|           7791|        14.6514|           -3.5|              1|
|           7792|        19.2332|           -3.5|              1|
|           7793|        24.7313|           -3.5|              1|
|           7794|         31.329|           -3.5|              1|
|           7795|        39.2463|           -3.5|              1|
|           7796|         48.747|           -3.5|              1|
|           7797|        60.1479|           -3.5|              1|
|           7798|         73.829|           -3.5|              1|
|           7799|        90.2463|           -3.5|              1|
|           7800|        109.947|           -3.5|              1|
|           7801|        133.588|           -3.5|              1|
|           7802|        161.957|           -3.5|              1|
|           7803|            196|           -3.5|              1|
|           7804|        236.851|           -3.5|              1|
|           7805|        285.873|           -3.5|              1|
|           7806|        344.699|           -3.5|              1|
|           7807|         415.29|           -3.5|              1|
|           7808|            500|           -3.5|              1|
|           7809|           -500|          -2.75|              1|
|           7810|       -399.845|          -2.75|              1|
|           7811|       -319.722|          -2.75|              1|
|           7812|       -255.623|          -2.75|              1|
|           7813|       -204.343|          -2.75|              1|
|           7814|        -163.32|          -2.75|              1|
|           7815|       -130.501|          -2.75|              1|
|           7816|       -104.246|          -2.75|              1|
|           7817|       -83.2423|          -2.75|              1|
|           7818|       -66.4392|          -2.75|              1|
|           7819|       -52.9966|          -2.75|              1|
|           7820|       -42.2426|          -2.75|              1|
|           7821|       -33.6394|          -2.75|              1|
|           7822|       -26.7568|          -2.75|              1|
|           7823|       -21.2507|          -2.75|              1|
|           7824|       -16.8459|          -2.75|              1|
|           7825|        -13.322|          -2.75|              1|
|           7826|       -10.5029|          -2.75|              1|
|           7827|       -8.24761|          -2.75|              1|
|           7828|       -6.44338|          -2.75|              1|
|           7829|             -5|          -2.75|              1|
|           7830|       -4.14125|       -2.64125|              1|
|           7831|        2.20401|       -1.80832|            0.5|
|           7832|        2.29999|       -1.46691|            0.5|
|           7833|        2.39316|       -1.08144|            0.5|
|           7834|        2.45722|      -0.825501|            0.5|
|           7835|        2.50872|      -0.556992|            0.5|
|           7836|        2.54443|      -0.280031|            0.5|
|           7837|         2.5625|              0|            0.5|
|           7838|        2.54443|       0.280031|            0.5|
|           7839|        2.50872|       0.556992|            0.5|
|           7840|        2.45722|       0.825501|            0.5|
|           7841|        2.39316|        1.08144|            0.5|
|           7842|        2.29999|        1.46691|            0.5|
|           7843|        2.20401|        1.80832|            0.5|
|           7844|        4.14125|       -2.64125|              1|
|           7845|              5|          -2.75|              1|
|           7846|        7.65148|          -2.75|              1|
|           7847|        10.8333|          -2.75|              1|
|           7848|        14.6514|          -2.75|              1|
|           7849|        19.2332|          -2.75|              1|
|           7850|        24.7313|          -2.75|              1|
|           7851|         31.329|          -2.75|              1|
|           7852|        39.2463|          -2.75|              1|
|           7853|         48.747|          -2.75|              1|
|           7854|        60.1479|          -2.75|              1|
|           7855|         73.829|          -2.75|              1|
|           7856|        90.2463|          -2.75|              1|
|           7857|        109.947|          -2.75|              1|
|           7858|        133.588|          -2.75|              1|
|           7859|        161.957|          -2.75|              1|
|           7860|            196|          -2.75|              1|
|           7861|        236.851|          -2.75|              1|
|           7862|        285.873|          -2.75|              1|
|           7863|        344.699|          -2.75|              1|
|           7864|         415.29|          -2.75|              1|
|           7865|            500|          -2.75|              1|
|           7866|           -500|             -2|              1|
|           7867|       -399.845|             -2|              1|
|           7868|       -319.722|             -2|              1|
|           7869|       -255.623|             -2|              1|
|           7870|       -204.343|             -2|              1|
|           7871|        -163.32|             -2|              1|
|           7872|       -130.501|             -2|              1|
|           7873|       -104.246|             -2|              1|
|           7874|       -83.2423|             -2|              1|
|           7875|       -66.4392|             -2|              1|
|           7876|       -52.9966|             -2|              1|
|           7877|       -42.2426|             -2|              1|
|           7878|       -33.6394|             -2|              1|
|           7879|       -26.7568|             -2|              1|
|           7880|       -21.2507|             -2|              1|
|           7881|       -16.8459|             -2|              1|
|           7882|        -13.322|             -2|              1|
|           7883|       -10.5029|             -2|              1|
|           7884|       -8.24761|             -2|              1|
|           7885|       -6.44338|             -2|              1|
|           7886|             -5|             -2|              1|
|           7887|         -4.105|         -1.855|              1|
|           7888|         2.1141|         2.1141|            0.5|
|           7889|        1.80832|        2.20401|            0.5|
|           7890|        1.46691|        2.29999|            0.5|
|           7891|        1.08144|        2.39316|            0.5|
|           7892|       0.825501|        2.45722|            0.5|
|           7893|       0.556992|        2.50872|            0.5|
|           7894|       0.280031|        2.54443|            0.5|
|           7895|              0|         2.5625|            0.5|
|           7896|      -0.280031|        2.54443|            0.5|
|           7897|      -0.556992|        2.50872|            0.5|
|           7898|      -0.825501|        2.45722|            0.5|
|           7899|       -1.08144|        2.39316|            0.5|
|           7900|       -1.46691|        2.29999|            0.5|
|           7901|          4.105|         -1.855|              1|
|           7902|              5|             -2|              1|
|           7903|        7.65148|             -2|              1|
|           7904|        10.8333|             -2|              1|
|           7905|        14.6514|             -2|              1|
|           7906|        19.2332|             -2|              1|
|           7907|        24.7313|             -2|              1|
|           7908|         31.329|             -2|              1|
|           7909|        39.2463|             -2|              1|
|           7910|         48.747|             -2|              1|
|           7911|        60.1479|             -2|              1|
|           7912|         73.829|             -2|              1|
|           7913|        90.2463|             -2|              1|
|           7914|        109.947|             -2|              1|
|           7915|        133.588|             -2|              1|
|           7916|        161.957|             -2|              1|
|           7917|            196|             -2|              1|
|           7918|        236.851|             -2|              1|
|           7919|        285.873|             -2|              1|
|           7920|        344.699|             -2|              1|
|           7921|         415.29|             -2|              1|
|           7922|            500|             -2|              1|
|           7923|           -500|           -1.5|              1|
|           7924|       -399.845|           -1.5|              1|
|           7925|       -319.722|           -1.5|              1|
|           7926|       -255.623|           -1.5|              1|
|           7927|       -204.343|           -1.5|              1|
|           7928|        -163.32|           -1.5|              1|
|           7929|       -130.501|           -1.5|              1|
|           7930|       -104.246|           -1.5|              1|
|           7931|       -83.2423|           -1.5|              1|
|           7932|       -66.4392|           -1.5|              1|
|           7933|       -52.9966|           -1.5|              1|
|           7934|       -42.2426|           -1.5|              1|
|           7935|       -33.6394|           -1.5|              1|
|           7936|       -26.7568|           -1.5|              1|
|           7937|       -21.2507|           -1.5|              1|
|           7938|       -16.8459|           -1.5|              1|
|           7939|        -13.322|           -1.5|              1|
|           7940|       -10.5029|           -1.5|              1|
|           7941|       -8.24761|           -1.5|              1|
|           7942|       -6.44338|           -1.5|              1|
|           7943|             -5|           -1.5|              1|
|           7944|       -4.14125|       -1.39125|              1|
|           7945|       -1.80832|        2.20401|            0.5|
|           7946|        -2.1141|         2.1141|            0.5|
|           7947|       -2.20401|        1.80832|            0.5|
|           7948|       -2.29999|        1.46691|            0.5|
|           7949|       -2.39316|        1.08144|            0.5|
|           7950|       -2.45722|       0.825501|            0.5|
|           7951|       -2.50872|       0.556992|            0.5|
|           7952|       -2.54443|       0.280031|            0.5|
|           7953|        -2.5625|              0|            0.5|
|           7954|       -2.54443|      -0.280031|            0.5|
|           7955|       -2.50872|      -0.556992|            0.5|
|           7956|       -2.45722|      -0.825501|            0.5|
|           7957|       -2.39316|       -1.08144|            0.5|
|           7958|        4.14125|       -1.39125|              1|
|           7959|              5|           -1.5|              1|
|           7960|        7.65148|           -1.5|              1|
|           7961|        10.8333|           -1.5|              1|
|           7962|        14.6514|           -1.5|              1|
|           7963|        19.2332|           -1.5|              1|
|           7964|        24.7313|           -1.5|              1|
|           7965|         31.329|           -1.5|              1|
|           7966|        39.2463|           -1.5|              1|
|           7967|         48.747|           -1.5|              1|
|           7968|        60.1479|           -1.5|              1|
|           7969|         73.829|           -1.5|              1|
|           7970|        90.2463|           -1.5|              1|
|           7971|        109.947|           -1.5|              1|
|           7972|        133.588|           -1.5|              1|
|           7973|        161.957|           -1.5|              1|
|           7974|            196|           -1.5|              1|
|           7975|        236.851|           -1.5|              1|
|           7976|        285.873|           -1.5|              1|
|           7977|        344.699|           -1.5|              1|
|           7978|         415.29|           -1.5|              1|
|           7979|            500|           -1.5|              1|
|           7980|           -500|             -1|              1|
|           7981|       -399.845|             -1|              1|
|           7982|       -319.722|             -1|              1|
|           7983|       -255.623|             -1|              1|
|           7984|       -204.343|             -1|              1|
|           7985|        -163.32|             -1|              1|
|           7986|       -130.501|             -1|              1|
|           7987|       -104.246|             -1|              1|
|           7988|       -83.2423|             -1|              1|
|           7989|       -66.4392|             -1|              1|
|           7990|       -52.9966|             -1|              1|
|           7991|       -42.2426|             -1|              1|
|           7992|       -33.6394|             -1|              1|
|           7993|       -26.7568|             -1|              1|
|           7994|       -21.2507|             -1|              1|
|           7995|       -16.8459|             -1|              1|
|           7996|        -13.322|             -1|              1|
|           7997|       -10.5029|             -1|              1|
|           7998|       -8.24761|             -1|              1|
|           7999|       -6.44338|             -1|              1|
|           8000|             -5|             -1|              1|
|           8001|        -4.1775|        -0.9275|              1|
|           8002|       -2.29999|       -1.46691|            0.5|
|           8003|       -2.20401|       -1.80832|            0.5|
|           8004|       -1.41421|       -1.41421|            0.5|
|           8005|       -1.26859|       -1.54618|            0.5|
|           8006|       -1.07546|       -1.68623|            0.5|
|           8007|       -0.82359|       -1.82255|            0.5|
|           8008|      -0.636917|       -1.89587|            0.5|
|           8009|       -0.43349|       -1.95246|            0.5|
|           8010|      -0.218792|         -1.988|            0.5|
|           8011|              0|             -2|            0.5|
|           8012|       0.218792|         -1.988|            0.5|
|           8013|        0.43349|       -1.95246|            0.5|
|           8014|       0.636917|       -1.89587|            0.5|
|           8015|         4.1775|        -0.9275|              1|
|           8016|              5|             -1|              1|
|           8017|        7.65148|             -1|              1|
|           8018|        10.8333|             -1|              1|
|           8019|        14.6514|             -1|              1|
|           8020|        19.2332|             -1|              1|
|           8021|        24.7313|             -1|              1|
|           8022|         31.329|             -1|              1|
|           8023|        39.2463|             -1|              1|
|           8024|         48.747|             -1|              1|
|           8025|        60.1479|             -1|              1|
|           8026|         73.829|             -1|              1|
|           8027|        90.2463|             -1|              1|
|           8028|        109.947|             -1|              1|
|           8029|        133.588|             -1|              1|
|           8030|        161.957|             -1|              1|
|           8031|            196|             -1|              1|
|           8032|        236.851|             -1|              1|
|           8033|        285.873|             -1|              1|
|           8034|        344.699|             -1|              1|
|           8035|         415.29|             -1|              1|
|           8036|            500|             -1|              1|
|           8037|           -500|           -0.5|              1|
|           8038|       -399.845|           -0.5|              1|
|           8039|       -319.722|           -0.5|              1|
|           8040|       -255.623|           -0.5|              1|
|           8041|       -204.343|           -0.5|              1|
|           8042|        -163.32|           -0.5|              1|
|           8043|       -130.501|           -0.5|              1|
|           8044|       -104.246|           -0.5|              1|
|           8045|       -83.2423|           -0.5|              1|
|           8046|       -66.4392|           -0.5|              1|
|           8047|       -52.9966|           -0.5|              1|
|           8048|       -42.2426|           -0.5|              1|
|           8049|       -33.6394|           -0.5|              1|
|           8050|       -26.7568|           -0.5|              1|
|           8051|       -21.2507|           -0.5|              1|
|           8052|       -16.8459|           -0.5|              1|
|           8053|        -13.322|           -0.5|              1|
|           8054|       -10.5029|           -0.5|              1|
|           8055|       -8.24761|           -0.5|              1|
|           8056|       -6.44338|           -0.5|              1|
|           8057|             -5|           -0.5|              1|
|           8058|       -4.21375|       -0.46375|              1|
|           8059|        0.82359|       -1.82255|            0.5|
|           8060|        1.07546|       -1.68623|            0.5|
|           8061|        1.26859|       -1.54618|            0.5|
|           8062|        1.41421|       -1.41421|            0.5|
|           8063|        1.54618|       -1.26859|            0.5|
|           8064|        1.68623|       -1.07546|            0.5|
|           8065|        1.82255|       -0.82359|            0.5|
|           8066|        1.89587|      -0.636917|            0.5|
|           8067|        1.95246|       -0.43349|            0.5|
|           8068|          1.988|      -0.218792|            0.5|
|           8069|              2|              0|            0.5|
|           8070|          1.988|       0.218792|            0.5|
|           8071|        1.95246|        0.43349|            0.5|
|           8072|        4.21375|       -0.46375|              1|
|           8073|              5|           -0.5|              1|
|           8074|        7.65148|           -0.5|              1|
|           8075|        10.8333|           -0.5|              1|
|           8076|        14.6514|           -0.5|              1|
|           8077|        19.2332|           -0.5|              1|
|           8078|        24.7313|           -0.5|              1|
|           8079|         31.329|           -0.5|              1|
|           8080|        39.2463|           -0.5|              1|
|           8081|         48.747|           -0.5|              1|
|           8082|        60.1479|           -0.5|              1|
|           8083|         73.829|           -0.5|              1|
|           8084|        90.2463|           -0.5|              1|
|           8085|        109.947|           -0.5|              1|
|           8086|        133.588|           -0.5|              1|
|           8087|        161.957|           -0.5|              1|
|           8088|            196|           -0.5|              1|
|           8089|        236.851|           -0.5|              1|
|           8090|        285.873|           -0.5|              1|
|           8091|        344.699|           -0.5|              1|
|           8092|         415.29|           -0.5|              1|
|           8093|            500|           -0.5|              1|
|           8094|           -500|              0|              1|
|           8095|       -399.845|              0|              1|
|           8096|       -319.722|              0|              1|
|           8097|       -255.623|              0|              1|
|           8098|       -204.343|              0|              1|
|           8099|        -163.32|              0|              1|
|           8100|       -130.501|              0|              1|
|           8101|       -104.246|              0|              1|
|           8102|       -83.2423|              0|              1|
|           8103|       -66.4392|              0|              1|
|           8104|       -52.9966|              0|              1|
|           8105|       -42.2426|              0|              1|
|           8106|       -33.6394|              0|              1|
|           8107|       -26.7568|              0|              1|
|           8108|       -21.2507|              0|              1|
|           8109|       -16.8459|              0|              1|
|           8110|        -13.322|              0|              1|
|           8111|       -10.5029|              0|              1|
|           8112|       -8.24761|              0|              1|
|           8113|       -6.44338|              0|              1|
|           8114|             -5|              0|              1|
|           8115|          -4.25|              0|              1|
|           8116|        1.89587|       0.636917|            0.5|
|           8117|        1.82255|        0.82359|            0.5|
|           8118|        1.68623|        1.07546|            0.5|
|           8119|        1.54618|        1.26859|            0.5|
|           8120|        1.41421|        1.41421|            0.5|
|           8121|        1.26859|        1.54618|            0.5|
|           8122|        1.07546|        1.68623|            0.5|
|           8123|        0.82359|        1.82255|            0.5|
|           8124|       0.636917|        1.89587|            0.5|
|           8125|        0.43349|        1.95246|            0.5|
|           8126|       0.218792|          1.988|            0.5|
|           8127|              0|              2|            0.5|
|           8128|      -0.218792|          1.988|            0.5|
|           8129|           4.25|              0|              1|
|           8130|              5|              0|              1|
|           8131|        7.65148|              0|              1|
|           8132|        10.8333|              0|              1|
|           8133|        14.6514|              0|              1|
|           8134|        19.2332|              0|              1|
|           8135|        24.7313|              0|              1|
|           8136|         31.329|              0|              1|
|           8137|        39.2463|              0|              1|
|           8138|         48.747|              0|              1|
|           8139|        60.1479|              0|              1|
|           8140|         73.829|              0|              1|
|           8141|        90.2463|              0|              1|
|           8142|        109.947|              0|              1|
|           8143|        133.588|              0|              1|
|           8144|        161.957|              0|              1|
|           8145|            196|              0|              1|
|           8146|        236.851|              0|              1|
|           8147|        285.873|              0|              1|
|           8148|        344.699|              0|              1|
|           8149|         415.29|              0|              1|
|           8150|            500|              0|              1|
|           8151|           -500|            0.5|              1|
|           8152|       -399.845|            0.5|              1|
|           8153|       -319.722|            0.5|              1|
|           8154|       -255.623|            0.5|              1|
|           8155|       -204.343|            0.5|              1|
|           8156|        -163.32|            0.5|              1|
|           8157|       -130.501|            0.5|              1|
|           8158|       -104.246|            0.5|              1|
|           8159|       -83.2423|            0.5|              1|
|           8160|       -66.4392|            0.5|              1|
|           8161|       -52.9966|            0.5|              1|
|           8162|       -42.2426|            0.5|              1|
|           8163|       -33.6394|            0.5|              1|
|           8164|       -26.7568|            0.5|              1|
|           8165|       -21.2507|            0.5|              1|
|           8166|       -16.8459|            0.5|              1|
|           8167|        -13.322|            0.5|              1|
|           8168|       -10.5029|            0.5|              1|
|           8169|       -8.24761|            0.5|              1|
|           8170|       -6.44338|            0.5|              1|
|           8171|             -5|            0.5|              1|
|           8172|       -4.21375|        0.46375|              1|
|           8173|       -0.43349|        1.95246|            0.5|
|           8174|      -0.636917|        1.89587|            0.5|
|           8175|       -0.82359|        1.82255|            0.5|
|           8176|       -1.07546|        1.68623|            0.5|
|           8177|       -1.26859|        1.54618|            0.5|
|           8178|       -1.41421|        1.41421|            0.5|
|           8179|       -1.54618|        1.26859|            0.5|
|           8180|       -1.68623|        1.07546|            0.5|
|           8181|       -1.82255|        0.82359|            0.5|
|           8182|       -1.89587|       0.636917|            0.5|
|           8183|       -1.95246|        0.43349|            0.5|
|           8184|         -1.988|       0.218792|            0.5|
|           8185|             -2|              0|            0.5|
|           8186|        4.21375|        0.46375|              1|
|           8187|              5|            0.5|              1|
|           8188|        7.65148|            0.5|              1|
|           8189|        10.8333|            0.5|              1|
|           8190|        14.6514|            0.5|              1|
|           8191|        19.2332|            0.5|              1|
|           8192|        24.7313|            0.5|              1|
|           8193|         31.329|            0.5|              1|
